timestamp,site_current,vehicle_current,solar_current,version,switch_setting,cp_voltage_raw,charge_duty_raw,plug_voltage_raw,live_voltage,neutral_voltage_raw,daylight_raw,mains_freq_raw,charger_state_id,charger_state_name,relay_state,plug_state,hub_duty_limit_amps,charge_duty_timer_raw,station_uptime_seconds,charge_time_seconds,state_of_mains_raw,cp_line_state,station_id,random_value,max_current_raw,persistent_id,watchdog_current_raw,watchdog_time_raw,p1_current,p2_current,p3_current,eco7_switch
2026-08-10T20:27:50.017,0.4957,0.0,0.4959,5A,F,14,1000,1002,234.0,13,0,49,6,idle,1,0,31.98,0,12,0,1,1,0,DD,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:27:51.523,0.4957,0.0,0.4958,5A,F,14,1000,1002,234.3,14,0,49,6,idle,1,0,31.98,0,12,0,1,1,0,8B,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:27:53.030,0.4956,0.0,0.4959,5A,F,12,1000,1002,234.0,13,0,49,6,idle,1,0,31.98,0,12,0,1,1,0,25,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:27:54.536,0.4958,0.0,0.4957,5A,F,14,1000,1002,234.0,13,0,49,6,idle,1,0,31.98,0,12,0,1,1,0,A5,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:27:56.044,0.4955,0.0,0.4957,5A,F,15,1000,1002,234.3,14,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,4E,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:27:57.550,0.4958,0.0,0.4958,5A,F,14,1000,1002,234.0,13,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,F1,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:27:59.057,0.4956,0.0,0.4955,5A,F,15,1000,1002,234.0,14,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,AA,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:00.564,0.4955,0.0,0.4958,5A,F,13,1000,1002,234.0,13,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,44,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:02.071,0.4956,0.0,0.4955,5A,F,13,1000,1002,234.0,13,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,FB,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:03.577,0.4958,0.0,0.4957,5A,F,13,1000,1002,234.6,14,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,9A,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:05.085,0.4955,0.0,0.4958,5A,F,16,1000,1002,234.3,13,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,3B,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:06.592,0.4956,0.0,0.4959,5A,F,14,1000,1002,234.8,14,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,BD,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:08.099,0.4959,0.0,0.4956,5A,F,14,1000,1002,234.0,13,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,5F,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:09.606,0.4957,0.0,0.4956,5A,F,13,1000,1002,234.3,13,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,19,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:11.114,0.4957,0.0,0.4956,5A,F,13,1000,1002,234.6,14,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,C9,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:12.620,0.4956,0.0,0.4957,5A,F,14,1000,1002,234.6,13,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,64,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:14.126,0.4957,0.0,0.496,5A,F,14,1000,1002,234.8,13,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,F3,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:15.636,0.4955,0.0,0.4955,5A,F,16,1000,1002,234.6,13,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,BC,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:17.142,0.4956,0.0,0.4957,5A,F,13,1000,1002,234.3,14,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,A4,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:18.648,0.4959,0.0,0.4957,5A,F,15,1000,1002,234.0,13,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,24,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:20.155,0.4956,0.0,0.4954,5A,F,14,1000,1002,233.8,14,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,C9,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:21.664,0.4955,0.0,0.4957,5A,F,14,1000,1002,234.3,14,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,3B,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:23.170,0.4955,0.0,0.4956,5A,F,14,1000,1002,233.8,13,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,C2,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:24.676,0.4955,0.0,0.4956,5A,F,14,1000,1002,234.6,14,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,75,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:26.183,0.4958,0.0,0.4958,5A,F,14,1000,1002,234.3,13,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,3A,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:27.692,0.4958,0.0,0.4957,5A,F,15,1000,1002,235.1,14,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,12,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:29.199,0.4956,0.0,0.4959,5A,F,14,1000,1002,234.6,13,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,A6,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:30.705,0.4957,0.0,0.496,5A,F,16,1000,1002,234.6,14,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,41,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:32.211,0.4959,0.0,0.4958,5A,F,14,1000,1002,234.8,14,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,A9,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:33.718,0.4957,0.0,0.4956,5A,F,13,1000,1002,234.3,13,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,78,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:35.225,0.4956,0.0,0.4958,5A,F,13,1000,1002,234.6,14,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,24,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:36.733,0.4959,0.0,0.4957,5A,F,14,1000,1002,234.8,13,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,CD,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:38.239,0.4955,0.0,0.4958,5A,F,14,1000,1002,235.1,14,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,5A,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:39.747,0.4956,0.0,0.4957,5A,F,14,1000,1002,234.8,13,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,28,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:41.254,0.4957,0.0,0.4955,5A,F,14,1000,1002,235.1,14,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,AC,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:42.761,0.4958,0.0,0.4955,5A,F,13,1000,1002,234.6,14,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,51,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:44.267,0.4956,0.0,0.4959,5A,F,13,1000,1002,234.8,13,0,49,6,idle,1,0,31.98,0,13,0,1,1,0,F2,0,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:45.774,0.4957,0.0,0.4956,5A,F,15,1000,95,234.6,14,0,49,8,plug-present,1,3,31.98,0,13,0,1,1,0,6A,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:47.282,0.4957,0.0,0.4957,5A,F,15,1000,95,234.8,13,0,49,8,plug-present,1,3,31.98,0,13,0,1,1,0,2D,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:48.788,0.4956,0.0,0.4958,5A,F,15,1000,95,234.8,14,0,49,8,plug-present,1,3,31.98,0,13,0,1,1,0,E7,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:50.295,0.4956,0.0,0.4955,5A,F,14,1000,95,235.1,13,0,49,8,plug-present,1,3,31.98,0,13,0,1,1,0,98,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:51.802,0.4958,0.0,0.4956,5A,F,13,1000,95,233.5,14,0,49,8,plug-present,1,3,31.98,0,13,0,1,1,0,5F,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:53.308,0.4956,0.0,0.4957,5A,F,13,1000,95,234.8,14,0,49,8,plug-present,1,3,31.98,0,13,0,1,1,0,21,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:54.815,0.4953,0.0,0.4956,5A,F,11,1000,95,234.3,13,0,49,8,plug-present,1,3,31.98,0,13,0,1,1,0,12,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:56.322,0.4959,0.0,0.4956,5A,F,13,1000,95,234.8,14,0,49,8,plug-present,1,3,31.98,0,14,0,1,1,0,BF,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:57.828,0.4957,0.0,0.4958,5A,F,14,1000,95,234.6,13,0,49,8,plug-present,1,3,31.98,0,14,0,1,1,0,5E,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:28:59.335,0.4958,0.0,0.4959,5A,F,16,1000,95,234.8,13,0,49,8,plug-present,1,3,31.98,0,14,0,1,1,0,16,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:29:00.842,0.4958,0.0,0.4956,5A,F,13,1000,95,234.3,13,0,49,8,plug-present,1,3,31.98,0,14,0,1,1,0,9B,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:29:02.348,0.4957,0.0,0.4956,5A,F,13,1000,95,235.1,13,0,49,8,plug-present,1,3,31.98,0,14,0,1,1,0,41,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:29:03.855,0.4954,0.0,0.4957,5A,F,125,533,95,235.4,14,0,49,10,car-connected,1,3,31.98,0,14,0,1,2,0,21,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:29:05.362,0.4957,0.0,0.4959,5A,F,125,533,95,235.1,13,0,49,10,car-connected,1,3,31.98,0,14,0,1,2,0,0A,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:29:06.869,0.4956,0.0,0.4957,5A,F,126,533,95,235.1,14,0,49,10,car-connected,1,3,31.98,0,14,0,1,2,0,C5,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:29:08.376,0.4958,0.0,0.4959,5A,F,125,533,95,235.1,13,0,49,10,car-connected,1,3,31.98,0,14,0,1,2,0,8E,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:29:09.882,0.4956,0.2,0.4955,5A,F,239,533,95,234.8,14,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,74,533,0000F30C,0,2656,0.2,0.0,0.3,0
2026-08-10T20:29:11.390,0.4956,0.2,0.4957,5A,F,239,533,95,235.1,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,E8,533,0000F30C,0,2656,0.2,0.0,0.3,0
2026-08-10T20:29:12.896,0.4957,0.2,0.4957,5A,F,239,533,95,235.4,14,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,3F,533,0000F30C,0,2656,0.2,0.0,0.3,0
2026-08-10T20:29:14.402,0.4955,0.2,0.496,5A,F,240,533,95,234.6,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,C4,533,0000F30C,0,2656,0.2,0.0,0.3,0
2026-08-10T20:29:15.909,0.4955,1.1,0.4958,5A,F,239,533,95,235.1,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,CA,533,0000F30C,0,2656,1.1,0.0,0.3,0
2026-08-10T20:29:17.415,0.4957,1.4,0.4958,5A,F,240,533,95,235.4,14,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,08,533,0000F30C,0,2656,1.4,0.0,0.3,0
2026-08-10T20:29:18.921,0.4955,1.8,0.4958,5A,F,240,533,95,235.1,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,3E,533,0000F30C,0,2656,1.8,0.0,0.3,0
2026-08-10T20:29:20.428,0.4956,1.4,0.4958,5A,F,239,533,95,235.1,14,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,FE,533,0000F30C,0,2656,1.4,0.0,0.3,0
2026-08-10T20:29:21.935,0.4954,5.0,0.4956,5A,F,239,533,95,233.8,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,49,533,0000F30C,0,2656,5.0,0.0,0.3,0
2026-08-10T20:29:23.441,0.4956,5.7,0.4959,5A,F,239,533,95,233.8,14,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,B4,533,0000F30C,0,2656,5.7,0.0,0.3,0
2026-08-10T20:29:24.947,0.4956,5.7,0.4955,5A,F,239,533,95,233.8,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,37,533,0000F30C,0,2656,5.7,0.0,0.3,0
2026-08-10T20:29:26.453,0.4958,5.7,0.4958,5A,F,240,533,95,233.8,14,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,C7,533,0000F30C,0,2656,5.7,0.0,0.3,0
2026-08-10T20:29:27.959,0.4957,5.7,0.4957,5A,F,239,533,95,234.0,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,21,533,0000F30C,0,2656,5.7,0.0,0.3,0
2026-08-10T20:29:29.466,0.4957,6.9,0.4959,5A,F,239,533,95,232.7,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,18,533,0000F30C,0,2656,6.9,0.0,0.3,0
2026-08-10T20:29:30.972,0.4959,9.1,0.4957,5A,F,239,533,95,232.2,14,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,52,533,0000F30C,0,2656,9.1,0.0,0.3,0
2026-08-10T20:29:32.480,0.4959,13.2,0.4956,5A,F,239,533,95,231.4,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,B7,533,0000F30C,0,2656,13.2,0.0,0.3,0
2026-08-10T20:29:33.988,0.4956,13.4,0.4956,5A,F,239,533,95,231.4,14,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,5B,533,0000F30C,0,2656,13.4,0.0,0.3,0
2026-08-10T20:29:35.495,0.4957,19.2,0.4958,5A,F,239,533,95,229.3,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,DF,533,0000F30C,0,2656,19.2,0.0,0.3,0
2026-08-10T20:29:37.003,0.4957,22.7,0.4957,5A,F,239,533,95,227.7,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,40,533,0000F30C,0,2656,22.7,0.0,0.3,0
2026-08-10T20:29:38.510,0.4955,23.8,0.4957,5A,F,239,533,95,228.5,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,D3,533,0000F30C,0,2656,23.8,0.0,0.3,0
2026-08-10T20:29:40.016,0.4959,25.0,0.4955,5A,F,240,533,95,228.0,14,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,2B,533,0000F30C,0,2656,25.0,0.0,0.3,0
2026-08-10T20:29:41.522,0.4956,29.3,0.4956,5A,F,240,533,95,226.1,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,88,533,0000F30C,0,2656,29.3,0.0,0.3,0
2026-08-10T20:29:43.028,0.4957,29.4,0.4956,5A,F,239,533,95,226.4,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,D6,533,0000F30C,0,2656,29.4,0.0,0.3,0
2026-08-10T20:29:44.535,0.4957,29.4,0.4957,5A,F,239,533,95,226.6,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,74,533,0000F30C,0,2656,29.4,0.0,0.3,0
2026-08-10T20:29:46.042,0.4957,29.4,0.4955,5A,F,238,533,95,226.9,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,3D,533,0000F30C,0,2656,29.4,0.0,0.3,0
2026-08-10T20:29:47.549,0.4956,29.4,0.4958,5A,F,239,533,95,226.1,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,80,533,0000F30C,0,2656,29.4,0.0,0.3,0
2026-08-10T20:29:49.056,0.4961,29.4,0.4956,5A,F,239,533,95,226.6,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,06,533,0000F30C,0,2656,29.4,0.0,0.3,0
2026-08-10T20:29:50.562,0.4959,29.4,0.4959,5A,F,240,533,95,226.4,12,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,86,533,0000F30C,0,2656,29.4,0.0,0.3,0
2026-08-10T20:29:52.069,0.4959,29.4,0.4958,5A,F,239,533,95,226.6,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,F4,533,0000F30C,0,2656,29.4,0.0,0.3,0
2026-08-10T20:29:53.575,0.4957,29.4,0.4956,5A,F,239,533,95,226.4,13,0,49,12,charging,7,3,31.98,0,14,0,1,3,0,98,533,0000F30C,0,2656,29.4,0.0,0.3,0
2026-08-10T20:29:55.081,0.4958,29.4,0.4958,5A,F,239,533,95,226.6,13,0,49,12,charging,7,3,31.98,0,15,1,1,3,0,29,533,0000F30C,0,2656,29.4,0.0,0.3,0
2026-08-10T20:29:56.587,0.4955,29.4,0.4956,5A,F,239,533,95,226.6,13,0,49,12,charging,7,3,31.98,0,15,1,1,3,0,5C,533,0000F30C,0,2656,29.4,0.0,0.3,0
2026-08-10T20:29:58.096,0.4956,29.4,0.4958,5A,F,239,533,95,226.6,13,0,49,12,charging,7,3,31.98,0,15,1,1,3,0,DE,533,0000F30C,0,2656,29.4,0.0,0.3,0
2026-08-10T20:29:59.605,0.4957,29.4,0.4959,5A,F,126,533,95,234.8,13,0,49,14,charge-complete,1,3,31.98,0,15,1,1,2,0,DA,533,0000F30C,0,2656,29.4,0.0,0.3,0
2026-08-10T20:30:01.112,0.4957,0.0,0.4957,5A,F,126,533,95,234.6,13,0,49,14,charge-complete,1,3,31.98,0,15,1,1,2,0,5E,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:30:02.619,0.4958,0.0,0.4958,5A,F,13,1000,95,235.1,14,0,49,8,plug-present,1,3,31.98,0,15,1,1,1,0,5D,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:30:04.124,0.4956,0.0,0.4956,5A,F,12,1000,95,234.3,13,0,49,8,plug-present,1,3,31.98,0,15,1,1,1,0,29,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:30:05.632,0.4958,0.0,0.4956,5A,F,14,1000,95,234.3,14,0,49,8,plug-present,1,3,31.98,0,15,1,1,1,0,F4,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:30:07.138,0.4955,0.0,0.4957,5A,F,12,1000,95,234.3,13,0,49,8,plug-present,1,3,31.98,0,15,1,1,1,0,90,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:30:08.645,0.4957,0.0,0.4957,5A,F,13,1000,95,234.3,14,0,49,8,plug-present,1,3,31.98,0,15,1,1,1,0,34,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:30:10.151,0.4956,0.0,0.4957,5A,F,12,1000,95,234.0,14,0,49,8,plug-present,1,3,31.98,0,15,1,1,1,0,FF,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:30:11.657,0.4958,0.0,0.4957,5A,F,14,1000,1002,234.3,14,0,49,6,idle,1,0,31.98,0,15,1,1,1,0,8D,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:30:13.164,0.4956,0.0,0.4958,5A,F,14,1000,1002,234.3,14,0,49,6,idle,1,0,31.98,0,15,1,1,1,0,E7,533,0000F30C,0,2656,0.0,0.0,0.3,0
2026-08-10T20:30:14.670,0.4957,0.0,0.4956,5A,F,14,1000,1002,233.8,13,0,49,6,idle,1,0,31.98,0,15,1,1,1,0,64,533,0000F30C,0,2656,0.0,0.0,0.3,0
